customer_id,gender,age,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,contract,monthly_charges,total_charges,churn
d218cf25-3d74-40d5-b8ba-d6c5ca6765ae,Female,58,44,Yes,No,DSL,No,Yes,No,Yes,Two year,59.84,5048.47,No
97195bee-7e46-415b-a4f9-40f56a3aa31f,Female,60,15,No,No phone service,DSL,No internet service,No,Yes,Yes,Month-to-month,59.27,4506.26,No
5b259e9b-8750-43fd-9336-3096e09f4347,Female,25,0,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Two year,84.25,6789.96,No
42d9bd30-f60d-45a0-b90d-6510a70388ae,Male,52,18,Yes,No phone service,No,No,No,No internet service,No,Two year,40.87,8069.5,No
b194a4c5-d6f1-408d-ae4c-6e5fdbbbffde,Female,34,5,Yes,No,DSL,Yes,Yes,,No,Two year,38.03,8108.93,Yes
f1ccb05c-edd6-4c3f-b008-d1f3134b02a3,Female,24,32,Yes,No phone service,DSL,No internet service,No,,No internet service,Two year,61.63,4569.21,No
701cdb6e-f5c5-4d8a-b2f9-85548a25f064,Female,56,3,No,No phone service,DSL,Yes,No,No,No internet service,One year,36.65,6279.49,No
250ba4dc-ff33-48cf-a5b7-9a2b199752d7,Non-binary,27,67,Yes,No phone service,DSL,No internet service,,No internet service,No internet service,Month-to-month,90.44,1856.22,Yes
a754a523-84f1-430e-9254-e0ef5df8119b,Female,25,61,Yes,No,No,No internet service,No internet service,No,No,Two year,117.33,4121.01,Yes
b2baeafd-93bc-4450-b305-e952ff7c081f,Female,45,35,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Two year,110.96,1273.14,No
4efe9534-332d-46f4-928c-f9446439a308,Non-binary,29,1,No,Yes,DSL,Yes,No internet service,No internet service,Yes,One year,82.09,2503.8,Yes
14a33d25-aca2-437a-b25d-2bb3e8e3ba80,Male,55,47,Yes,No,DSL,Yes,No,No,Yes,Two year,77.31,120.91,Yes
9e250db0-39e2-45c1-a2e9-bdab761e3007,Non-binary,35,71,No,Yes,DSL,No internet service,No internet service,No,No,Month-to-month,102.99,2998.93,Yes
b240a15f-47e9-47ec-b149-72853b59feca,Non-binary,28,38,No,No,DSL,No,No,No,No,Two year,65.15,7279.28,No
7ba9ea15-3d29-407b-bf14-421b2dc42936,Male,21,69,Yes,No,Fiber optic,No,No,No internet service,No,One year,35.14,9075.75,Yes
c933a87e-8f9f-4945-adea-40e6b6f5539f,Non-binary,36,65,No,Yes,No,No,Yes,No,Yes,Two year,47.43,5319.45,No
ada1ea37-5c57-48b1-a2d2-a741f8a8b1d4,Non-binary,23,13,Yes,Yes,DSL,Yes,No,Yes,No internet service,One year,63.44,8612.9,Yes
15a927d1-0eb9-431f-b1fe-9fbdd61768e4,Non-binary,68,69,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Two year,62.08,5640.79,No
d7493858-29a1-46ea-bd15-563396511627,Non-binary,38,54,Yes,Yes,DSL,,No,No,No,Two year,80.67,8885.64,Yes
8b7797ca-8f04-4dd3-9f7c-9d03f9b9dd61,Male,21,61,Yes,No,DSL,Yes,No,No,No,Two year,47.01,8905.4,No
0692e071-50cb-478e-a82b-b8acf4ab9f22,Male,18,55,Yes,No phone service,No,Yes,,No internet service,No internet service,Month-to-month,77.93,2827.99,Yes
da1f8ebe-5541-41b4-a8de-6d85ec4a4920,Male,55,56,Yes,No,No,No,Yes,No,No,One year,80.81,5675.69,Yes
7823905f-b3c4-419c-8acf-bae986f315fd,Non-binary,44,19,Yes,No,DSL,,Yes,No,Yes,One year,90.22,2203.98,No
daed5064-232f-4fd7-b54e-de473d7898ee,Non-binary,46,48,Yes,No,DSL,No internet service,No,Yes,No,Two year,67.96,7504.05,No
c6cf1f94-0081-4fa4-af18-5129428c6840,Male,31,32,No,No,Fiber optic,,No,Yes,No,Month-to-month,127.42,6420.03,No
fa532d7d-d963-4ba0-809e-75d0cff1d94c,Female,23,72,Yes,No phone service,No,No,No internet service,No internet service,Yes,Month-to-month,94.09,1376.43,Yes
9f2caf17-f2b3-489b-b1e8-3fd25103de15,Female,34,70,No,Yes,DSL,No,Yes,Yes,No internet service,Month-to-month,117.64,5507.15,Yes
adcfece6-b74e-4cf4-852e-1a3bd59ee472,Non-binary,48,46,No,No phone service,No,,No,No,No,Two year,86.81,5651.28,Yes
3385b08b-a541-493c-a4f9-51e38924b8ef,Male,58,53,Yes,No,No,No,No internet service,Yes,Yes,Month-to-month,64.9,2937.5,No
7aa31b0b-cd19-4829-a93a-45564b613008,Non-binary,23,60,Yes,No,Fiber optic,No internet service,No,No,No internet service,One year,50.94,2625.27,No
bb493717-bd39-4f6f-8860-f2a9967e3f40,Female,18,32,No,Yes,Fiber optic,No,No,No,Yes,One year,54.17,8480.32,Yes
4cbf1067-9c47-4b66-ad40-081fb3612267,Female,32,40,No,No,No,No,Yes,Yes,Yes,Month-to-month,115.97,2463.59,Yes
e49ca0f3-b0fc-4e0e-957e-06f568810804,Non-binary,36,23,No,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,Month-to-month,92.81,1724.05,Yes
aa25e4b7-59aa-4c16-bbff-cd9b95917189,Male,55,51,No,No phone service,Fiber optic,Yes,No,No internet service,No internet service,One year,75.0,4298.76,Yes
c8dc9f8b-380a-4d4d-9d36-0487a191a729,Male,63,37,No,Yes,No,Yes,Yes,No,No internet service,Month-to-month,41.22,8461.32,No
56b0354d-4457-45a4-829f-d5ba47026947,Male,21,38,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,Month-to-month,109.63,5469.12,Yes
1cf523cd-d972-431e-a984-083cf3330e44,Non-binary,55,15,No,Yes,Fiber optic,No internet service,No,No internet service,No,Two year,97.28,2512.54,No
cf2a4281-d838-4d04-bdfc-42ec5578fb77,Female,59,20,No,No,DSL,Yes,Yes,Yes,Yes,One year,36.01,5611.21,Yes
95fb1ffb-2ff8-497b-aff0-b42830073f2a,Male,27,13,Yes,Yes,DSL,Yes,No,Yes,No internet service,Month-to-month,101.28,3687.07,Yes
2955d617-1877-4e1a-ab97-203272d54241,Male,32,28,No,Yes,DSL,No,No internet service,No,No internet service,Month-to-month,97.72,1562.66,Yes
a3c18a9d-6bf5-4cc1-a9f9-81e9ebad203e,Male,62,14,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,Two year,96.58,761.54,Yes
29b1be02-e240-4457-bcee-2b4229116077,Non-binary,28,63,No,No,DSL,Yes,No,,No internet service,One year,36.17,545.71,Yes
2b2d2f0f-2b25-4d57-908c-a2bf6c4b7676,Male,64,66,Yes,Yes,DSL,,Yes,Yes,Yes,Month-to-month,115.17,4475.54,Yes
0d59b987-c85d-4c31-8e80-effbb4351d96,Non-binary,23,32,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,One year,128.98,2251.81,Yes
b6bf37bc-4cce-40ae-b7b0-8d5fdaeb6286,Female,66,35,No,No,No,No internet service,No,No internet service,No internet service,Month-to-month,58.87,4917.08,Yes
d5de194f-e7f4-47e8-96fe-7af9605cc4bc,Male,18,63,Yes,No,Fiber optic,Yes,No,No,Yes,Two year,65.41,5722.02,No
3ec77454-9988-4b5c-b259-e7d9adf1577b,Non-binary,20,20,Yes,No phone service,No,Yes,No,No internet service,No,Month-to-month,52.74,9353.92,No
f754cc62-708c-45c4-9089-adaba7d2bf83,Female,32,54,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Month-to-month,110.37,6731.25,Yes
94cd8e83-b8c2-4ba2-8b75-4c737c0007f0,Female,70,31,No,Yes,No,No,Yes,No internet service,No,Month-to-month,69.35,979.54,Yes
4ffd3853-dbd8-430d-95e9-e650df7fafae,Non-binary,40,62,Yes,Yes,No,Yes,No,No internet service,,Month-to-month,78.49,5616.88,No
07f44ac4-3aeb-4b6c-b9f0-a46bb6997172,Male,34,15,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Two year,76.89,6438.16,Yes
8ed6f236-4dbd-40f8-b0f5-de6bcde1fb27,Non-binary,43,17,Yes,No phone service,No,No internet service,Yes,Yes,Yes,Two year,75.97,4433.74,Yes
7ec5e7a5-e497-4b15-a428-cbcf2798ce3a,Female,65,4,No,No,DSL,No internet service,No,Yes,No internet service,Two year,91.1,5520.29,No
5a9c7a2e-fc2e-41fb-99b9-1825fc0c79dc,Non-binary,43,57,Yes,No phone service,No,Yes,Yes,No,No,Two year,30.54,9102.17,No
42671068-9acd-45c2-94b8-0eb382b87ac1,Male,59,53,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Month-to-month,124.94,3126.41,Yes
1320f49a-0425-4662-88aa-03464e46d78f,Male,69,3,Yes,No,DSL,,No internet service,No internet service,No,Month-to-month,36.29,3331.19,No
43761431-14c9-4850-b6b1-879a40ff43a9,Female,70,31,Yes,No,Fiber optic,Yes,No internet service,,No internet service,Month-to-month,36.08,4317.51,No
7418d6e5-ee50-43f6-9c0d-e736496756e4,Male,70,37,Yes,No,Fiber optic,No,Yes,Yes,Yes,Two year,95.63,6559.03,Yes
4b8bd4d8-a5e6-4971-85cf-f8a707ebbee9,Non-binary,40,70,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Two year,46.83,903.42,Yes
62e1cb16-434f-43aa-88a8-c7c24e3b2b56,Male,41,65,Yes,Yes,No,Yes,No,No,Yes,Month-to-month,88.52,4680.29,No
d35ccbe7-10ba-4a8a-9f3f-35a4d94b4f6f,Non-binary,36,17,Yes,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,99.72,1891.85,Yes
ced39c2f-70b9-4b15-8e59-8a2da5a3101c,Male,21,50,No,No phone service,Fiber optic,Yes,No,No internet service,No internet service,One year,37.82,1927.64,Yes
77e1b374-7481-47ff-bf97-4d34dea2bf04,Non-binary,36,53,No,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,111.63,4458.41,No
f392a740-e676-4684-97b5-38b1b065f999,Male,41,43,Yes,No phone service,No,No,Yes,Yes,Yes,Month-to-month,101.52,6032.23,No
479a8ae9-e9b4-4ed6-8770-087ebdc5b904,Female,43,43,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,30.03,6530.12,No
2f5bc0c0-0381-4b2b-b735-a0df3d0dec17,Non-binary,57,62,No,Yes,DSL,No internet service,Yes,No internet service,Yes,Two year,102.94,1910.78,No
1fe48b40-bf8d-4876-9f8e-5fc8e4b49a5b,Male,39,5,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Two year,118.57,4884.02,Yes
96f1f0ff-be07-42d5-a60f-b6315709e078,Male,19,51,No,Yes,No,No internet service,Yes,Yes,No internet service,Two year,63.41,1844.51,Yes
aebcbbd9-2b8e-477b-87b2-ddb24695821b,Non-binary,42,16,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,One year,82.26,6752.13,Yes
c4bf0c4d-5990-48c8-84ca-af636d42795b,Non-binary,19,53,Yes,Yes,No,No,No internet service,Yes,Yes,Two year,30.64,5385.11,Yes
7eb7671c-f71b-4dfd-afb5-8f53a3fed0e0,Female,35,35,No,Yes,Fiber optic,No,No,No,,Month-to-month,121.05,3741.12,No
2c590325-6dfb-435c-acf7-43271cf29ebb,Non-binary,22,48,No,No phone service,Fiber optic,No internet service,No,Yes,No,Two year,85.28,3834.5506244990283,Yes
3f237724-e3a4-4369-9da7-c5588c94810f,Male,20,6,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,One year,80.73,3256.27,No
d8b81f00-a889-44a1-9216-7e73d134662f,Male,43,53,No,No phone service,DSL,No internet service,No,Yes,Yes,Month-to-month,88.44,1828.06,No
d8ab1dee-83d0-4286-9c85-d9380f6874d0,Male,25,30,Yes,No phone service,Fiber optic,No,No,Yes,No,Month-to-month,67.55,979.82,Yes
8862e52c-db5b-4a3d-a9f2-0658a2af3dce,Female,30,7,No,No phone service,Fiber optic,No internet service,No,No,No,One year,77.88,6805.19,Yes
f47cec6d-7b81-4f55-b4ea-68b3a6dedd27,Male,27,23,Yes,No,No,Yes,No,No,Yes,Two year,34.71,1334.06,No
3f6d9a3e-4353-4df9-ac4e-92e53e5b5458,Male,28,24,No,Yes,DSL,No internet service,,No,Yes,One year,53.44,1882.9,No
9b76cfa7-5ae2-4be2-a48c-922f4566091e,Male,44,52,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,One year,90.77,190.73,No
ccf66031-3711-450e-90b5-4ac894da8c50,Male,28,57,Yes,No,DSL,No,No,Yes,No internet service,Month-to-month,95.7,6204.74,Yes
fac24ee0-49b4-4eca-a7b1-bd4144688a08,Non-binary,36,22,No,Yes,DSL,No,No,Yes,No,Month-to-month,90.75,8864.83,No
c1c38eed-ec42-43d5-aca1-17cbdbdf0a04,Female,21,60,No,No,DSL,,No,No internet service,Yes,One year,86.96,4203.13,No
b0cde892-2a1c-41f3-a9e9-965190b28041,Non-binary,34,29,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,One year,31.23,7018.56,Yes
e9ddffd3-cf06-482c-87b7-6666494648a5,Non-binary,52,12,No,Yes,Fiber optic,Yes,No,No,No,Month-to-month,34.98,3786.72,No
d2256969-b89c-49f3-89e2-3dafe11bab0e,Female,38,12,Yes,Yes,No,Yes,No internet service,Yes,,Month-to-month,94.96,2428.89,Yes
bdeb4d60-da34-4769-ab74-9de58977abbf,Male,53,51,Yes,No,No,No internet service,Yes,No internet service,No,Two year,101.69,1105.26,No
63961f48-6172-4d69-a0d0-74158f6325b6,Male,64,45,Yes,No,No,Yes,Yes,Yes,No,Two year,71.3,4921.38,Yes
318f57ec-8271-4740-9b45-936663b766f1,Female,49,50,Yes,No,Fiber optic,No,No,No,No internet service,Month-to-month,118.8,5664.43803575939,No
c3bdeb00-17d4-4ac9-9e08-fb66166dabd0,Female,51,54,No,No phone service,No,No,No,No internet service,Yes,Two year,59.17,2293.97,No
b0167809-ac45-4e56-a26f-c3689975f245,Male,58,25,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Two year,123.41,935.85,Yes
101b1bdf-6ecc-40c2-abdf-6dd750158aac,Female,25,27,No,Yes,No,No internet service,No internet service,No,No internet service,Two year,119.13,324.73,Yes
f154a59f-a1ad-4706-9a15-154704c64219,Female,30,5,No,Yes,DSL,No,No,Yes,No,One year,79.46,8441.96,No
020397f4-96cc-4364-96c2-56a0f45e5735,Non-binary,67,61,No,No,Fiber optic,Yes,Yes,Yes,No internet service,One year,73.78,5363.88,Yes
16af2dfb-b01a-4236-80cf-1e99d24edf7b,Female,23,21,Yes,No,DSL,No,No,,Yes,Month-to-month,78.81,5230.71,No
d77a6f3e-cc76-45e4-9056-2847af112969,Male,18,31,No,No phone service,No,No,Yes,Yes,Yes,Month-to-month,83.44,2271.74,No
b500a682-f8f0-4aeb-913d-97a30de3a60c,Female,26,18,Yes,No,DSL,No internet service,No internet service,No,No internet service,Two year,76.49,7634.05,No
04a5f4cf-6782-4308-ab07-31cd1fdaecc6,Non-binary,35,58,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,One year,105.64,707.24,No
f6bb3e80-1889-4adf-8952-7ec3508949d7,Female,64,69,No,No phone service,No,No internet service,No,Yes,No internet service,Two year,112.09,4342.03,No
73ec85b0-9d0f-4f25-aed9-3df6d95dcbcd,Male,67,71,No,No,DSL,No internet service,No internet service,Yes,No,Month-to-month,124.0,8881.97,No
b49ddc00-3bc9-4b50-b839-fae87a55e999,Non-binary,43,34,No,No,No,No internet service,,No,No,Month-to-month,74.1,8839.46,No
204bc1e4-7b92-4729-97b8-0d5da9449657,Female,20,58,No,No phone service,DSL,No,Yes,Yes,Yes,One year,52.04,6001.76,Yes
b4207132-c3ce-4295-9886-f50fec681838,Non-binary,34,4,Yes,No,Fiber optic,Yes,Yes,,Yes,Two year,53.09,5594.45,Yes
7bda1b56-02fd-4ab5-9355-639a21b48a8b,Male,67,18,Yes,No,No,No internet service,No,Yes,No internet service,Two year,111.77,6110.76,No
d73139b3-d85c-4ebb-a46f-746bb208834d,Non-binary,58,67,Yes,No phone service,No,No internet service,No,No,No internet service,One year,68.05,8427.74,Yes
7a960424-29e0-49a3-8585-55fd29461716,Non-binary,38,18,No,Yes,Fiber optic,No internet service,,No,No internet service,Two year,45.11,9202.09,Yes
3313843b-2184-4deb-99f2-9d51417f9682,Male,69,68,Yes,No phone service,DSL,Yes,Yes,No,No internet service,One year,53.32,1670.8,No
f6aa4679-5863-486e-8343-c82d88d9ecf5,Female,19,41,No,No,Fiber optic,Yes,No,Yes,No internet service,One year,56.42,160.18,No
e575575a-0a08-490f-a18f-d64268e8a428,Male,48,15,Yes,Yes,DSL,Yes,No internet service,No internet service,No,One year,49.2,665.2975071550768,No
7c0e4bfb-2cc3-4c45-9cf3-2fbe50410dd7,Male,66,49,No,No,No,No,No,Yes,Yes,One year,83.96,4868.12,Yes
ca11d9ca-0c16-45a1-8697-5d34bb54dce7,Female,69,69,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,One year,30.26,4687.98,No
0cc16065-56d7-45f5-b098-873122bffb35,Female,59,27,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,One year,58.9,5481.72,Yes
fe978e0e-b6f6-401c-afdb-4ccec40ff8ce,Female,52,49,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Two year,33.92,5362.99,Yes
2c54bfff-66d1-4a7a-81f2-f920cdc0fdf5,Female,50,48,Yes,No,No,Yes,No internet service,Yes,No internet service,Two year,94.37,3003.37,No
a92982f1-466d-4101-86f4-85892447c681,Non-binary,37,20,Yes,Yes,DSL,No,No internet service,Yes,,Month-to-month,56.11,7334.91,No
ef31d6a8-0a33-4da6-888d-983388d8f167,Female,39,72,Yes,Yes,DSL,No internet service,No,Yes,No,Month-to-month,102.37,1779.7,Yes
c6ad19cd-ef5f-41cb-a888-57eba281342c,Non-binary,41,21,No,Yes,No,No,Yes,No internet service,Yes,Month-to-month,126.74,4268.33,Yes
98ac310c-a3f7-4734-9bf1-b848b29bbdef,Non-binary,60,67,No,No phone service,No,No,No,Yes,Yes,Two year,78.22,6552.38,No
4d2fe437-4959-49fc-83f8-a89a002b33ee,Female,32,53,Yes,Yes,DSL,No,Yes,,No internet service,Two year,89.81,4386.26,No
1cf3c655-35c9-4e11-9c06-ad883324e4d0,Non-binary,61,59,No,Yes,Fiber optic,No,Yes,No internet service,No,Month-to-month,101.03,1781.55,No
ed13c26e-70ce-414e-962b-a981a231f7e5,Male,57,61,No,No,DSL,No internet service,No internet service,Yes,No,One year,57.5,4780.63,No
dafe58a5-d3f3-452e-b11d-5144a4054ddf,Male,38,69,No,No,No,No,No,No,No internet service,Month-to-month,91.58,6269.96,Yes
1f644de8-2c1d-4250-aab3-d0e1409a49cf,Female,24,22,No,Yes,Fiber optic,No internet service,No,No internet service,No,One year,99.87,6293.66,Yes
fd13a651-fde0-4e74-a163-4c1856c2a54e,Female,43,51,No,No phone service,DSL,No internet service,Yes,No,No,Month-to-month,111.3,6621.362161438943,Yes
0e3625c5-0522-47aa-9948-e44facaafb02,Male,18,8,No,Yes,Fiber optic,No internet service,Yes,No,Yes,Month-to-month,102.25,7343.63,No
9db87984-58a7-49a3-b00f-1bf051926e01,Male,65,15,No,No phone service,No,No,Yes,No,No,Two year,30.31,4732.35,Yes
3442cae2-a349-4595-93ae-dc6c5d3fb7e3,Male,49,11,No,No phone service,Fiber optic,Yes,No,Yes,,Two year,45.43,4758.04,No
e50623fc-e3c0-4935-84f1-4d5f2ed5776f,Male,46,65,No,Yes,DSL,No,Yes,Yes,No,One year,57.73,7118.54,No
cce7f629-d03c-4fe9-91fd-93d400e6a412,Non-binary,28,55,No,Yes,Fiber optic,Yes,Yes,No internet service,No,Two year,71.81,8608.1,No
f29969e2-65e7-4bb3-ae00-0c1eb809ef39,Non-binary,47,25,Yes,Yes,DSL,No internet service,Yes,No,No,Two year,65.02,3682.02,Yes
0b842dab-c6f5-4f9b-b2e1-21ab6f246b0b,Male,18,46,Yes,Yes,No,No internet service,,Yes,Yes,Month-to-month,60.99,9006.9,No
16057a06-6117-4857-890a-20cf4b0f3fbd,Female,21,52,Yes,No phone service,Fiber optic,,No internet service,No internet service,No internet service,Month-to-month,113.28,2273.43,No
8f42fea2-bcc6-4cbd-a6c6-b525c560adbf,Male,36,8,Yes,No,DSL,,No,No,No internet service,Month-to-month,124.41,9013.95,No
fc195593-24c7-4e90-ace3-20a8a52c529d,Non-binary,52,70,Yes,No,No,No internet service,No internet service,No,No,One year,32.65,7920.54,No
371c52c8-b68e-4d13-97d9-87dfe7c86256,Male,43,52,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Two year,63.48,8969.97,No
66e1beb9-fca5-4c77-b75b-e85c9c871938,Female,67,27,Yes,No,DSL,Yes,No,Yes,Yes,One year,109.28,7176.44,Yes
e5f6e12e-2573-41f3-b7df-eba4e0ac2ff4,Non-binary,26,50,Yes,Yes,No,Yes,No internet service,No,Yes,Month-to-month,85.55,4476.084433273237,No
6b3bd9e8-0b0d-47ae-b33a-5c55f3cc4480,Female,46,52,Yes,No phone service,Fiber optic,No,Yes,No,No,One year,125.94,3200.53,No
53b37c2c-6955-4d5a-93c8-56f31d8f9517,Non-binary,38,72,No,Yes,No,No,No,No,No,One year,72.16,7455.34,No
55dfa1d8-1eb9-4883-84e4-f5f2391909b7,Non-binary,61,48,No,No,No,,No,Yes,,One year,56.8,5481.26,No
bd540a3d-1cd0-4bbc-8339-9bc4c7182a25,Female,27,60,No,Yes,DSL,No internet service,No internet service,Yes,Yes,Two year,41.28,3515.06,Yes
4ec65131-fef5-43fe-812d-eb752fe8cd5c,Male,46,37,No,No phone service,Fiber optic,No,Yes,No,No,One year,101.51,3187.72,No
2a4cbee5-635c-4a34-99b5-49b46687ecb4,Female,26,37,No,No,DSL,Yes,No,No internet service,No,Month-to-month,38.91,7431.41,No
0986909a-180b-4427-a2d9-2229f94df1ae,Non-binary,36,29,Yes,No,DSL,Yes,No,No,No internet service,Two year,103.89,8315.89,Yes
a0c1beea-aed9-4c8c-abef-a0a558537ac3,Male,53,22,Yes,No phone service,No,No,No,Yes,No,One year,113.91,7156.56,Yes
dbcd03fe-59c6-4941-a4da-c026b1b3d60b,Non-binary,47,25,No,No,Fiber optic,No internet service,No,No,No,Two year,77.58,2047.73,No
1b97c475-d274-42aa-a5b3-f2381f9b0741,Male,52,59,Yes,Yes,No,,No internet service,No internet service,No,Two year,103.39,3333.58,Yes
baf87306-197c-476f-9b88-05e91131a110,Male,24,31,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,Month-to-month,105.88,7931.26,Yes
c5d7d0c8-2093-4712-87b8-bc76d67b01c3,Non-binary,61,2,No,Yes,DSL,No,No internet service,No,No,Two year,56.88,9038.42,Yes
7be9d0eb-1584-4fc6-a31e-135bee75d86d,Female,68,8,No,No,DSL,Yes,No,No,Yes,Month-to-month,112.08,2023.52,No
23f87ac9-d10b-4b4a-898e-47255b5cf5b2,Non-binary,67,0,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Month-to-month,91.3,3754.96,Yes
eee2b731-58d9-4eb0-9930-8eaa9cb38a81,Female,39,66,Yes,Yes,No,Yes,Yes,Yes,No,One year,32.74,8055.53,No
09e60850-0f44-43cb-a039-b11efd7e0116,Female,25,51,No,No phone service,DSL,Yes,No,No,No,One year,31.57,5951.89,No
0aa2a68d-4384-44ad-b571-66518a544754,Non-binary,27,21,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Month-to-month,97.62,6813.54,Yes
c58eb08f-b9b2-42be-ba79-0975bb3e7d67,Non-binary,70,38,Yes,No phone service,No,No,No internet service,No,No,One year,74.87,3040.3228284474917,Yes
bdf88a43-f003-4fba-b465-f1b3f7417e22,Non-binary,29,9,Yes,Yes,No,Yes,No internet service,No,No internet service,One year,100.83,2786.17,No
3cab3e7d-2270-4909-bc8c-be183add11fe,Male,38,6,No,No,DSL,No internet service,No internet service,No,No,One year,69.28,9107.45,Yes
5d486695-cc5c-4268-b4d6-e21a54215012,Female,31,37,No,No,Fiber optic,Yes,Yes,No internet service,,Month-to-month,88.11,6300.03,Yes
d42a26d1-8b4a-4979-a9ec-191af3b6e07b,Male,38,31,Yes,No,Fiber optic,Yes,No,No,,Two year,92.08,4896.4,Yes
d1d43fa4-e94b-4388-917e-276d0d5613df,Female,46,6,No,No,Fiber optic,No,No internet service,No,No,One year,84.36,3986.58,No
16f4d7a3-4f7a-4474-b7a1-0333919dba41,Female,53,72,No,No,No,No,Yes,No,No internet service,Two year,107.48,6551.78673531426,Yes
fe779da2-d9e9-4655-9920-983c05681fcc,Non-binary,50,70,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Two year,128.48,5562.28,Yes
4c7465f6-ad9c-4b78-8d64-06ee8200b3ed,Non-binary,52,53,No,No phone service,DSL,No,No internet service,No,No internet service,One year,84.3,2113.09,No
7d61820b-09aa-4428-b38d-589df443f701,Male,61,29,Yes,No phone service,No,No internet service,Yes,No,No,Two year,32.09,9229.7,Yes
b0aa5d43-58f8-4ea2-ab8d-3a9d18795ec0,Female,35,56,No,Yes,Fiber optic,Yes,No,No internet service,No internet service,Two year,103.77,3680.91,Yes
0ec77196-c41f-41b2-b093-e779b84653c4,Non-binary,66,2,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,Month-to-month,77.92,8629.83,Yes
feb4c455-4320-4690-bb70-9436c4258782,Female,36,17,No,Yes,No,No internet service,,No internet service,Yes,Month-to-month,129.01,3593.59,Yes
d7522a12-9139-49cc-92d7-face791db8ac,Male,35,52,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,One year,73.67,6290.64,Yes
05babe63-4803-4c13-a1cf-7dd36a289e46,Female,25,12,Yes,Yes,No,Yes,No internet service,No,Yes,Two year,126.87,4408.33,Yes
25c6efb3-7c9b-47d1-82a1-4495aa93eb54,Non-binary,67,23,No,Yes,Fiber optic,Yes,No,Yes,No,Two year,100.48,8076.3,Yes
a7f4c68e-9d37-4480-adff-c373602143ff,Female,27,11,No,No,No,Yes,No internet service,Yes,No,Month-to-month,87.61,2615.33,No
9ff8433e-11a0-4b6c-a7f7-32bf5811f95f,Female,22,24,No,No,DSL,No,Yes,Yes,No internet service,Two year,81.64,1380.8,Yes
e0821ed3-b2d9-4502-970e-8f38f6402a07,Female,57,23,Yes,No phone service,No,No internet service,Yes,No,No internet service,Two year,66.02,6605.51,No
611a5fff-d58f-4d23-9f58-ae517e6e40e8,Female,43,49,Yes,No phone service,No,Yes,No,No internet service,No internet service,One year,105.99,2382.29,No
5bf8254a-8d14-49ff-b0af-e7faeadebd62,Male,35,61,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,64.58,7270.18,No
4a06bf96-fe66-4be9-82fb-85d5bfb29bfa,Male,69,60,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,74.78,5486.22,Yes
17c40b9c-20b5-460f-8892-ff876a383d20,Non-binary,33,11,No,Yes,No,No internet service,Yes,Yes,Yes,One year,41.21,1746.7,No
e463bd16-4cc7-4fb1-a32e-59680c70b28d,Female,55,3,No,Yes,DSL,No,,No,Yes,Two year,63.06,8250.21,No
d17bc7d7-fa4f-40d5-ab52-30749e9615ff,Non-binary,68,17,Yes,No phone service,DSL,Yes,No,No,Yes,One year,55.91,4126.71,No
ec6aac3c-ac8a-43f8-ac43-e8f834320fec,Non-binary,55,14,No,No,No,Yes,Yes,No,No internet service,One year,87.07,6820.61,No
f5011c90-ba87-4452-9aca-c93066e6843a,Male,33,39,No,Yes,DSL,Yes,,No,No internet service,One year,122.48,6505.17,Yes
11fb720a-cf1d-4e15-b851-de3436282e69,Non-binary,44,29,No,No,Fiber optic,Yes,No,No internet service,No,One year,104.01,7007.72,No
